date,inner,moto,outer
2022.07.22 13:19:25,0,0,0
2022.07.22 13:19:26,0,0,0
2022.07.22 13:19:26,0,0,0
2022.07.22 13:19:27,0,0,0
2022.07.22 13:19:27,0,0,0
2022.07.22 13:19:28,1,1,5
2022.07.22 13:19:28,59,18,90
2022.07.22 13:19:29,161,49,227
2022.07.22 13:19:29,281,84,386
2022.07.22 13:19:30,408,121,554
2022.07.22 13:19:30,539,159,725
2022.07.22 13:19:31,664,194,882
2022.07.22 13:19:31,715,208,939
2022.07.22 13:19:32,720,209,944
2022.07.22 13:19:32,720,209,944
2022.07.22 13:19:33,731,213,965
2022.07.22 13:19:33,807,236,1072
2022.07.22 13:19:34,916,268,1217
2022.07.22 13:19:34,1040,304,1380
2022.07.22 13:19:35,1169,342,1549
2022.07.22 13:19:35,1300,380,1721
2022.07.22 13:19:36,1432,419,1895
2022.07.22 13:19:36,1565,457,2069
2022.07.22 13:19:37,1692,493,2229
2022.07.22 13:19:37,1744,508,2287
2022.07.22 13:19:38,1751,509,2293
2022.07.22 13:19:38,1751,509,2293
2022.07.22 13:19:39,1761,513,2314
2022.07.22 13:19:39,1837,536,2420
2022.07.22 13:19:40,1946,568,2566
2022.07.22 13:19:40,2069,604,2728
2022.07.22 13:19:41,2198,641,2897
2022.07.22 13:19:41,2329,680,3069
2022.07.22 13:19:42,2462,718,3243
2022.07.22 13:19:42,2595,757,3417
2022.07.22 13:19:43,2722,793,3578
2022.07.22 13:19:43,2775,807,3637
2022.07.22 13:19:44,2781,809,3642
2022.07.22 13:19:44,2781,809,3642
2022.07.22 13:19:45,2792,813,3663
2022.07.22 13:19:45,2867,835,3768
2022.07.22 13:19:46,2976,867,3914
2022.07.22 13:19:46,3099,903,4077
2022.07.22 13:19:47,3228,941,4246
2022.07.22 13:19:47,3360,979,4419
2022.07.22 13:19:48,3493,1018,4592
2022.07.22 13:19:48,3626,1057,4767
2022.07.22 13:19:49,3753,1093,4927
2022.07.22 13:19:49,3807,1107,4988
2022.07.22 13:19:50,3812,1109,4993
2022.07.22 13:19:50,3812,1109,4993
2022.07.22 13:19:51,3823,1113,5013
2022.07.22 13:19:51,3898,1135,5118
2022.07.22 13:19:52,4007,1167,5264
2022.07.22 13:19:52,4130,1203,5427
2022.07.22 13:19:53,4259,1241,5596
2022.07.22 13:19:53,4391,1279,5768
2022.07.22 13:19:54,4523,1318,5942
2022.07.22 13:19:54,4656,1356,6117
2022.07.22 13:19:55,4784,1393,6278
2022.07.22 13:19:55,4838,1408,6339
2022.07.22 13:19:56,4845,1409,6344
2022.07.22 13:19:56,4845,1409,6344
2022.07.22 13:19:57,4854,1413,6364
2022.07.22 13:19:57,4929,1435,6469
2022.07.22 13:19:58,5038,1467,6615
2022.07.22 13:19:58,5162,1503,6777
2022.07.22 13:19:59,5291,1541,6947
2022.07.22 13:19:59,5422,1579,7119
2022.07.22 13:20:00,5555,1618,7293
2022.07.22 13:20:00,5688,1657,7468
2022.07.22 13:20:01,5816,1693,7629
2022.07.22 13:20:01,5871,1708,7691
2022.07.22 13:20:02,5878,1710,7697
2022.07.22 13:20:02,5878,1710,7697
2022.07.22 13:20:03,5887,1713,7716
2022.07.22 13:20:03,5962,1736,7821
2022.07.22 13:20:04,6071,1768,7966
2022.07.22 13:20:04,6194,1804,8129
2022.07.22 13:20:05,6323,1841,8298
2022.07.22 13:20:05,6455,1879,8471
2022.07.22 13:20:06,6588,1918,8645
2022.07.22 13:20:06,6721,1957,8820
2022.07.22 13:20:07,6849,1993,8982
2022.07.22 13:20:07,6904,2008,9044
2022.07.22 13:20:08,6911,2010,9050
2022.07.22 13:20:08,6911,2010,9050
2022.07.22 13:20:09,6920,2014,9069
2022.07.22 13:20:09,6994,2036,9173
2022.07.22 13:20:10,7103,2068,9318
2022.07.22 13:20:10,7226,2104,9480
2022.07.22 13:20:11,7355,2141,9650
2022.07.22 13:20:11,7487,2180,9822
2022.07.22 13:20:12,7619,2218,9996
2022.07.22 13:20:12,7752,2257,10170
2022.07.22 13:20:13,7880,2294,10333
2022.07.22 13:20:13,7937,2309,10396
2022.07.22 13:20:14,7944,2310,10402
2022.07.22 13:20:14,7944,2310,10402
2022.07.22 13:20:15,7952,2314,10420
2022.07.22 13:20:15,8025,2336,10522
2022.07.22 13:20:16,8134,2367,10667
2022.07.22 13:20:16,8256,2403,10829
2022.07.22 13:20:17,8385,2441,10998
2022.07.22 13:20:17,8516,2479,11170
2022.07.22 13:20:18,8649,2518,11344
2022.07.22 13:20:18,8782,2556,11518
2022.07.22 13:20:19,8910,2593,11681
2022.07.22 13:20:19,8967,2608,11745
2022.07.22 13:20:20,8975,2610,11753
2022.07.22 13:20:20,8975,2610,11753
2022.07.22 13:20:21,8983,2613,11770
2022.07.22 13:20:21,9055,2635,11872
2022.07.22 13:20:22,9163,2667,12017
2022.07.22 13:20:22,9286,2703,12179
2022.07.22 13:20:23,9415,2740,12348
2022.07.22 13:20:23,9546,2779,12520
2022.07.22 13:20:24,9679,2817,12694
2022.07.22 13:20:24,9812,2856,12868
2022.07.22 13:20:25,9941,2893,13031
2022.07.22 13:20:25,9998,2908,13095
2022.07.22 13:20:26,10005,2910,13102
2022.07.22 13:20:26,10005,2910,13102
2022.07.22 13:20:27,10013,2913,13120
2022.07.22 13:20:27,10086,2935,13222
2022.07.22 13:20:28,10194,2967,13366
2022.07.22 13:20:28,10317,3003,13528
2022.07.22 13:20:29,10445,3040,13697
2022.07.22 13:20:29,10576,3078,13868
2022.07.22 13:20:30,10708,3117,14042
2022.07.22 13:20:30,10841,3155,14216
2022.07.22 13:20:31,10969,3192,14379
2022.07.22 13:20:31,11027,3208,14443
2022.07.22 13:20:32,11034,3209,14450
2022.07.22 13:20:32,11034,3209,14450
2022.07.22 13:20:33,11042,3212,14466
2022.07.22 13:20:33,11114,3234,14568
2022.07.22 13:20:34,11222,3266,14712
2022.07.22 13:20:34,11344,3302,14873
2022.07.22 13:20:35,11473,3339,15042
2022.07.22 13:20:35,11604,3377,15214
2022.07.22 13:20:36,11736,3416,15387
2022.07.22 13:20:36,11869,3454,15561
2022.07.22 13:20:37,11997,3491,15725
2022.07.22 13:20:37,12056,3507,15791
2022.07.22 13:20:38,12063,3509,15797
2022.07.22 13:20:38,12063,3509,15797
2022.07.22 13:20:39,12071,3512,15814
2022.07.22 13:20:39,12143,3533,15915
2022.07.22 13:20:40,12250,3565,16059
2022.07.22 13:20:40,12373,3601,16221
2022.07.22 13:20:41,12502,3638,16390
2022.07.22 13:20:41,12633,3677,16562
2022.07.22 13:20:42,12765,3715,16735
2022.07.22 13:20:42,12898,3754,16909
2022.07.22 13:20:43,13027,3791,17073
2022.07.22 13:20:43,13086,3806,17139
2022.07.22 13:20:44,13093,3808,17147
2022.07.22 13:20:44,13093,3808,17147
2022.07.22 13:20:45,13100,3811,17162
2022.07.22 13:20:45,13171,3833,17263
2022.07.22 13:20:46,13279,3864,17407
2022.07.22 13:20:46,13401,3900,17568
2022.07.22 13:20:47,13530,3937,17737
2022.07.22 13:20:47,13661,3976,17909
2022.07.22 13:20:48,13793,4014,18082
2022.07.22 13:20:48,13925,4053,18255
2022.07.22 13:20:49,14054,4090,18420
2022.07.22 13:20:49,14114,4106,18487
2022.07.22 13:20:50,14122,4107,18494
2022.07.22 13:20:50,14122,4107,18494
2022.07.22 13:20:51,14129,4110,18510
2022.07.22 13:20:51,14200,4132,18611
2022.07.22 13:20:52,14308,4164,18754
2022.07.22 13:20:52,14430,4199,18915
2022.07.22 13:20:53,14559,4237,19084
2022.07.22 13:20:53,14690,4275,19256
2022.07.22 13:20:54,14822,4313,19429
2022.07.22 13:20:54,14955,4352,19603
2022.07.22 13:20:55,15084,4389,19768
2022.07.22 13:20:55,15144,4405,19836
2022.07.22 13:20:56,15152,4407,19842
2022.07.22 13:20:56,15152,4407,19842
2022.07.22 13:20:57,15159,4410,19857
2022.07.22 13:20:57,15229,4431,19958
2022.07.22 13:20:58,15337,4463,20102
2022.07.22 13:20:58,15459,4498,20263
2022.07.22 13:20:59,15587,4536,20431
2022.07.22 13:20:59,15718,4574,20602
2022.07.22 13:21:00,15850,4612,20776
2022.07.22 13:21:00,15983,4651,20950
2022.07.22 13:21:01,16112,4688,21115
2022.07.22 13:21:01,16173,4704,21183
2022.07.22 13:21:02,16181,4706,21191
2022.07.22 13:21:02,16181,4706,21191
2022.07.22 13:21:03,16188,4709,21205
2022.07.22 13:21:03,16258,4730,21304
2022.07.22 13:21:04,16365,4762,21448
2022.07.22 13:21:04,16487,4797,21609
2022.07.22 13:21:05,16615,4835,21777
2022.07.22 13:21:05,16746,4873,21949
2022.07.22 13:21:06,16878,4911,22122
2022.07.22 13:21:06,17011,4950,22296
2022.07.22 13:21:07,17141,4987,22461
2022.07.22 13:21:07,17202,5004,22530
2022.07.22 13:21:08,17210,5006,22538
2022.07.22 13:21:08,17210,5006,22538
2022.07.22 13:21:09,17216,5008,22552
2022.07.22 13:21:09,17286,5029,22651
2022.07.22 13:21:10,17393,5061,22794
2022.07.22 13:21:10,17515,5096,22955
2022.07.22 13:21:11,17644,5134,23124
2022.07.22 13:21:11,17775,5172,23296
2022.07.22 13:21:12,17907,5211,23469
2022.07.22 13:21:12,18040,5249,23644
2022.07.22 13:21:13,18170,5287,23809
2022.07.22 13:21:13,18232,5303,23879
2022.07.22 13:21:14,18241,5305,23888
2022.07.22 13:21:14,18241,5305,23888
2022.07.22 13:21:15,18247,5308,23900
2022.07.22 13:21:15,18316,5329,23999
2022.07.22 13:21:16,18422,5360,24141
2022.07.22 13:21:16,18544,5395,24302
2022.07.22 13:21:17,18672,5433,24470
2022.07.22 13:21:17,18803,5471,24642
2022.07.22 13:21:18,18936,5509,24815
2022.07.22 13:21:18,19069,5548,24989
2022.07.22 13:21:19,19198,5585,25155
2022.07.22 13:21:19,19261,5602,25226
2022.07.22 13:21:20,19269,5604,25234
2022.07.22 13:21:20,19269,5604,25234
2022.07.22 13:21:21,19275,5607,25246
2022.07.22 13:21:21,19343,5627,25344
2022.07.22 13:21:22,19450,5659,25486
2022.07.22 13:21:22,19572,5694,25647
2022.07.22 13:21:23,19699,5732,25815
2022.07.22 13:21:23,19830,5770,25987
2022.07.22 13:21:24,19963,5808,26160
2022.07.22 13:21:24,20096,5847,26335
2022.07.22 13:21:25,20225,5884,26500
2022.07.22 13:21:25,20289,5901,26572
2022.07.22 13:21:26,20297,5903,26579
2022.07.22 13:21:26,20297,5903,26579
2022.07.22 13:21:27,20303,5905,26592
2022.07.22 13:21:27,20371,5926,26690
2022.07.22 13:21:28,20478,5958,26832
2022.07.22 13:21:28,20600,5993,26993
2022.07.22 13:21:29,20727,6031,27161
2022.07.22 13:21:29,20859,6069,27333
2022.07.22 13:21:30,20991,6107,27507
2022.07.22 13:21:30,21124,6146,27681
2022.07.22 13:21:31,21254,6183,27847
2022.07.22 13:21:31,21318,6200,27919
2022.07.22 13:21:32,21326,6203,27927
2022.07.22 13:21:32,21326,6203,27927
2022.07.22 13:21:33,21331,6205,27940
2022.07.22 13:21:33,21399,6225,28037
2022.07.22 13:21:34,21505,6257,28179
2022.07.22 13:21:34,21627,6292,28340
2022.07.22 13:21:35,21755,6329,28508
2022.07.22 13:21:35,21886,6368,28679
2022.07.22 13:21:36,22018,6406,28852
2022.07.22 13:21:36,22151,6445,29026
2022.07.22 13:21:37,22281,6482,29193
2022.07.22 13:21:37,22345,6499,29266
2022.07.22 13:21:38,22355,6502,29274
2022.07.22 13:21:38,22355,6502,29274
2022.07.22 13:21:39,22360,6504,29287
2022.07.22 13:21:39,22427,6524,29383
2022.07.22 13:21:40,22533,6556,29525
2022.07.22 13:21:40,22655,6591,29685
2022.07.22 13:21:41,22783,6628,29853
2022.07.22 13:21:41,22914,6666,30025
2022.07.22 13:21:42,23046,6705,30199
2022.07.22 13:21:42,23179,6744,30372
2022.07.22 13:21:43,23309,6781,30539
2022.07.22 13:21:43,23374,6799,30613
2022.07.22 13:21:44,23383,6801,30621
2022.07.22 13:21:44,23383,6801,30621
2022.07.22 13:21:45,23388,6803,30632
2022.07.22 13:21:45,23455,6823,30729
2022.07.22 13:21:46,23561,6854,30870
2022.07.22 13:21:46,23682,6890,31030
2022.07.22 13:21:47,23810,6927,31199
2022.07.22 13:21:47,23941,6965,31370
2022.07.22 13:21:48,24073,7004,31543
2022.07.22 13:21:48,24206,7042,31717
2022.07.22 13:21:49,24336,7080,31885
2022.07.22 13:21:49,24402,7098,31959
2022.07.22 13:21:50,24412,7100,31969
2022.07.22 13:21:50,24413,7100,31969
2022.07.22 13:21:51,24417,7102,31980
2022.07.22 13:21:51,24483,7122,32074
2022.07.22 13:21:52,24589,7153,32216
2022.07.22 13:21:52,24710,7189,32376
2022.07.22 13:21:53,24838,7226,32544
2022.07.22 13:21:53,24969,7264,32716
2022.07.22 13:21:54,25102,7303,32890
2022.07.22 13:21:54,25235,7341,33064
2022.07.22 13:21:55,25365,7379,33232
2022.07.22 13:21:55,25432,7397,33307
2022.07.22 13:21:56,25442,7399,33317
2022.07.22 13:21:56,25442,7399,33317
2022.07.22 13:21:57,25446,7401,33328
2022.07.22 13:21:57,25512,7421,33422
2022.07.22 13:21:58,25618,7452,33563
2022.07.22 13:21:58,25739,7488,33723
2022.07.22 13:21:59,25867,7525,33891
2022.07.22 13:21:59,25998,7563,34063
2022.07.22 13:22:00,26130,7602,34236
2022.07.22 13:22:00,26263,7640,34410
2022.07.22 13:22:01,26393,7678,34578
2022.07.22 13:22:01,26460,7696,34654
2022.07.22 13:22:02,26471,7699,34664
2022.07.22 13:22:02,26471,7699,34664
2022.07.22 13:22:03,26475,7700,34674
2022.07.22 13:22:03,26540,7720,34768
2022.07.22 13:22:04,26646,7751,34909
2022.07.22 13:22:04,26767,7787,35070
2022.07.22 13:22:05,26895,7824,35238
2022.07.22 13:22:05,27027,7863,35411
2022.07.22 13:22:06,27159,7901,35584
2022.07.22 13:22:06,27292,7940,35758
2022.07.22 13:22:07,27423,7977,35926
2022.07.22 13:22:07,27491,7996,36003
2022.07.22 13:22:08,27501,7998,36013
2022.07.22 13:22:08,27501,7998,36013
2022.07.22 13:22:09,27505,8000,36023
2022.07.22 13:22:09,27569,8020,36116
2022.07.22 13:22:10,27675,8051,36257
2022.07.22 13:22:10,27795,8086,36416
2022.07.22 13:22:11,27924,8124,36585
2022.07.22 13:22:11,28055,8162,36757
2022.07.22 13:22:12,28188,8200,36931
2022.07.22 13:22:12,28321,8239,37105
2022.07.22 13:22:13,28452,8277,37274
2022.07.22 13:22:13,28521,8295,37352
2022.07.22 13:22:14,28532,8298,37363
2022.07.22 13:22:14,28532,8298,37363
2022.07.22 13:22:15,28536,8300,37373
2022.07.22 13:22:15,28600,8319,37465
2022.07.22 13:22:16,28705,8350,37606
2022.07.22 13:22:16,28826,8386,37766
2022.07.22 13:22:17,28954,8423,37934
2022.07.22 13:22:17,29085,8461,38106
2022.07.22 13:22:18,29218,8500,38280
2022.07.22 13:22:18,29352,8539,38455
2022.07.22 13:22:19,29483,8577,38624
2022.07.22 13:22:19,29553,8596,38703
2022.07.22 13:22:20,29564,8598,38715
2022.07.22 13:22:20,29564,8598,38715
2022.07.22 13:22:21,29568,8600,38724
2022.07.22 13:22:21,29631,8619,38816
2022.07.22 13:22:22,29736,8650,38957
2022.07.22 13:22:22,29858,8686,39117
2022.07.22 13:22:23,29986,8723,39285
2022.07.22 13:22:23,30117,8761,39457
2022.07.22 13:22:24,30250,8800,39631
2022.07.22 13:22:24,30383,8839,39805
2022.07.22 13:22:25,30514,8877,39975
2022.07.22 13:22:25,30585,8896,40055
2022.07.22 13:22:26,30596,8899,40066
2022.07.22 13:22:26,30596,8899,40066
2022.07.22 13:22:27,30600,8900,40075
2022.07.22 13:22:27,30664,8920,40167
2022.07.22 13:22:28,30769,8951,40308
2022.07.22 13:22:28,30890,8986,40469
2022.07.22 13:22:29,31019,9024,40638
2022.07.22 13:22:29,31151,9062,40811
2022.07.22 13:22:30,31284,9101,40985
2022.07.22 13:22:30,31418,9140,41160
2022.07.22 13:22:31,31550,9178,41330
2022.07.22 13:22:31,31621,9197,41412
2022.07.22 13:22:32,31632,9200,41423
2022.07.22 13:22:32,31632,9200,41423
2022.07.22 13:22:33,31635,9201,41432
2022.07.22 13:22:33,31698,9221,41523
2022.07.22 13:22:34,31803,9252,41664
2022.07.22 13:22:34,31925,9287,41824
2022.07.22 13:22:35,32053,9324,41993
2022.07.22 13:22:35,32185,9363,42165
2022.07.22 13:22:36,32317,9401,42339
2022.07.22 13:22:36,32451,9440,42514
2022.07.22 13:22:37,32582,9478,42684
2022.07.22 13:22:37,32654,9498,42766
2022.07.22 13:22:38,32666,9501,42777
2022.07.22 13:22:38,32666,9501,42777
2022.07.22 13:22:39,32669,9502,42785
2022.07.22 13:22:39,32732,9521,42877
2022.07.22 13:22:40,32838,9552,43018
2022.07.22 13:22:40,32959,9588,43179
2022.07.22 13:22:41,33088,9625,43348
2022.07.22 13:22:41,33219,9664,43520
2022.07.22 13:22:42,33352,9702,43695
2022.07.22 13:22:42,33486,9741,43870
2022.07.22 13:22:43,33618,9779,44040
2022.07.22 13:22:43,33691,9799,44123
2022.07.22 13:22:44,33702,9802,44134
2022.07.22 13:22:44,33702,9802,44134
2022.07.22 13:22:45,33705,9803,44142
2022.07.22 13:22:45,33768,9823,44233
2022.07.22 13:22:46,33873,9854,44374
2022.07.22 13:22:46,33994,9889,44534
2022.07.22 13:22:47,34123,9926,44703
2022.07.22 13:22:47,34254,9965,44876
2022.07.22 13:22:48,34387,10003,45050
2022.07.22 13:22:48,34521,10042,45224
2022.07.22 13:22:49,34653,10080,45395
2022.07.22 13:22:49,34726,10100,45479
2022.07.22 13:22:50,34738,10103,45490
2022.07.22 13:22:50,34739,10103,45490
2022.07.22 13:22:51,34741,10104,45497
2022.07.22 13:22:51,34803,10123,45587
2022.07.22 13:22:52,34907,10154,45726
2022.07.22 13:22:52,35028,10189,45886
2022.07.22 13:22:53,35156,10227,46054
2022.07.22 13:22:53,35287,10265,46227
2022.07.22 13:22:54,35420,10304,46401
2022.07.22 13:22:54,35554,10343,46576
2022.07.22 13:22:55,35686,10381,46747
2022.07.22 13:22:55,35760,10401,46831
2022.07.22 13:22:56,35772,10404,46843
2022.07.22 13:22:56,35772,10404,46843
2022.07.22 13:22:57,35775,10405,46850
2022.07.22 13:22:57,35836,10424,46939
2022.07.22 13:22:58,35940,10455,47079
2022.07.22 13:22:58,36061,10490,47239
2022.07.22 13:22:59,36190,10527,47408
2022.07.22 13:22:59,36322,10566,47581
2022.07.22 13:23:00,36454,10604,47755
2022.07.22 13:23:00,36588,10643,47930
2022.07.22 13:23:01,36720,10681,48101
2022.07.22 13:23:01,36794,10702,48186
2022.07.22 13:23:02,36807,10705,48198
2022.07.22 13:23:02,36807,10705,48198
2022.07.22 13:23:03,36809,10706,48205
2022.07.22 13:23:03,36870,10725,48294
2022.07.22 13:23:04,36974,10755,48433
2022.07.22 13:23:04,37095,10791,48594
2022.07.22 13:23:05,37224,10828,48762
2022.07.22 13:23:05,37355,10866,48934
2022.07.22 13:23:06,37488,10905,49109
2022.07.22 13:23:06,37622,10944,49284
2022.07.22 13:23:07,37754,10982,49455
2022.07.22 13:23:07,37830,11003,49541
2022.07.22 13:23:08,37843,11006,49554
2022.07.22 13:23:08,37843,11006,49554
2022.07.22 13:23:09,37845,11007,49561
2022.07.22 13:23:09,37906,11026,49650
2022.07.22 13:23:10,38010,11056,49789
2022.07.22 13:23:10,38131,11092,49949
2022.07.22 13:23:11,38259,11129,50118
2022.07.22 13:23:11,38391,11168,50290
2022.07.22 13:23:12,38524,11206,50465
2022.07.22 13:23:12,38657,11245,50639
2022.07.22 13:23:13,38789,11283,50811
2022.07.22 13:23:13,38865,11304,50898
2022.07.22 13:23:14,38879,11307,50911
2022.07.22 13:23:14,38879,11307,50911
2022.07.22 13:23:15,38881,11308,50917
2022.07.22 13:23:15,38940,11327,51004
2022.07.22 13:23:16,39044,11357,51144
2022.07.22 13:23:16,39165,11393,51303
2022.07.22 13:23:17,39293,11430,51472
2022.07.22 13:23:17,39425,11469,51645
2022.07.22 13:23:18,39558,11507,51819
2022.07.22 13:23:18,39692,11546,51994
2022.07.22 13:23:19,39824,11584,52166
2022.07.22 13:23:19,39901,11605,52254
2022.07.22 13:23:20,39915,11609,52267
2022.07.22 13:23:20,39915,11609,52267
2022.07.22 13:23:21,39917,11610,52273
2022.07.22 13:23:21,39976,11628,52360
2022.07.22 13:23:22,40079,11658,52499
2022.07.22 13:23:22,40200,11694,52658
2022.07.22 13:23:23,40328,11731,52827
2022.07.22 13:23:23,40459,11769,52999
2022.07.22 13:23:24,40593,11808,53174
2022.07.22 13:23:24,40726,11847,53348
2022.07.22 13:23:25,40859,11885,53520
2022.07.22 13:23:25,40936,11906,53609
2022.07.22 13:23:26,40950,11910,53623
2022.07.22 13:23:26,40950,11910,53623
2022.07.22 13:23:27,40952,11911,53628
2022.07.22 13:23:27,41010,11929,53715
2022.07.22 13:23:28,41113,11959,53853
2022.07.22 13:23:28,41234,11994,54012
2022.07.22 13:23:29,41362,12032,54181
2022.07.22 13:23:29,41494,12070,54353
2022.07.22 13:23:30,41627,12109,54527
2022.07.22 13:23:30,41760,12148,54703
2022.07.22 13:23:31,41893,12186,54875
2022.07.22 13:23:31,41971,12207,54964
2022.07.22 13:23:32,41986,12211,54979
2022.07.22 13:23:32,41986,12211,54980
2022.07.22 13:23:33,41987,12212,54985
2022.07.22 13:23:33,42046,12230,55072
2022.07.22 13:23:34,42149,12260,55210
2022.07.22 13:23:34,42270,12296,55370
2022.07.22 13:23:35,42399,12333,55539
2022.07.22 13:23:35,42530,12372,55712
2022.07.22 13:23:36,42664,12411,55887
2022.07.22 13:23:36,42798,12449,56062
2022.07.22 13:23:37,42931,12488,56235
2022.07.22 13:23:37,43009,12509,56325
2022.07.22 13:23:38,43024,12513,56340
2022.07.22 13:23:38,43024,12513,56340
2022.07.22 13:23:39,43026,12514,56345
2022.07.22 13:23:39,43084,12532,56431
2022.07.22 13:23:40,43187,12562,56569
2022.07.22 13:23:40,43307,12598,56728
2022.07.22 13:23:41,43436,12635,56897
2022.07.22 13:23:41,43567,12673,57069
2022.07.22 13:23:42,43700,12712,57244
2022.07.22 13:23:42,43834,12751,57419
2022.07.22 13:23:43,43967,12789,57591
2022.07.22 13:23:43,44046,12811,57683
2022.07.22 13:23:44,44061,12815,57697
2022.07.22 13:23:44,44062,12815,57697
2022.07.22 13:23:45,44063,12815,57702
2022.07.22 13:23:45,44120,12833,57786
2022.07.22 13:23:46,44223,12863,57924
2022.07.22 13:23:46,44343,12899,58083
2022.07.22 13:23:47,44472,12936,58252
2022.07.22 13:23:47,44603,12974,58425
2022.07.22 13:23:48,44736,13013,58599
2022.07.22 13:23:48,44870,13052,58774
2022.07.22 13:23:49,45003,13090,58947
2022.07.22 13:23:49,45083,13112,59039
2022.07.22 13:23:50,45098,13116,59053
2022.07.22 13:23:50,45098,13116,59053
2022.07.22 13:23:51,45098,13117,59057
2022.07.22 13:23:51,45155,13134,59142
2022.07.22 13:23:52,45258,13164,59279
2022.07.22 13:23:52,45378,13200,59439
2022.07.22 13:23:53,45507,13237,59608
2022.07.22 13:23:53,45638,13275,59780
2022.07.22 13:23:54,45772,13314,59955
2022.07.22 13:23:54,45905,13353,60129
2022.07.22 13:23:55,46038,13391,60302
2022.07.22 13:23:55,46118,13413,60395
2022.07.22 13:23:56,46133,13417,60409
2022.07.22 13:23:56,46133,13417,60409
2022.07.22 13:23:57,46134,13418,60414
2022.07.22 13:23:57,46191,13435,60498
2022.07.22 13:23:58,46294,13466,60636
2022.07.22 13:23:58,46414,13501,60794
2022.07.22 13:23:59,46542,13538,60963
2022.07.22 13:23:59,46674,13577,61136
2022.07.22 13:24:00,46806,13615,61310
2022.07.22 13:24:00,46940,13654,61484
2022.07.22 13:24:01,47072,13692,61656
2022.07.22 13:24:01,47153,13714,61750
2022.07.22 13:24:02,47168,13718,61765
2022.07.22 13:24:02,47168,13718,61765
2022.07.22 13:24:03,47169,13719,61769
2022.07.22 13:24:03,47225,13736,61852
2022.07.22 13:24:04,47327,13766,61989
2022.07.22 13:24:04,47447,13801,62148
2022.07.22 13:24:05,47575,13839,62316
2022.07.22 13:24:05,47707,13877,62488
2022.07.22 13:24:06,47839,13916,62662
2022.07.22 13:24:06,47973,13954,62837
2022.07.22 13:24:07,48105,13993,63009
2022.07.22 13:24:07,48187,14015,63103
2022.07.22 13:24:08,48202,14019,63118
2022.07.22 13:24:08,48202,14019,63118
2022.07.22 13:24:09,48202,14019,63121
2022.07.22 13:24:09,48258,14037,63204
2022.07.22 13:24:10,48359,14067,63340
2022.07.22 13:24:10,48480,14102,63499
2022.07.22 13:24:11,48607,14139,63667
2022.07.22 13:24:11,48739,14177,63840
2022.07.22 13:24:12,48871,14216,64014
2022.07.22 13:24:12,49004,14255,64188
2022.07.22 13:24:13,49137,14293,64361
2022.07.22 13:24:13,49219,14315,64456
2022.07.22 13:24:14,49235,14319,64471
2022.07.22 13:24:14,49235,14319,64471
2022.07.22 13:24:15,49235,14320,64474
2022.07.22 13:24:15,49290,14337,64555
2022.07.22 13:24:16,49392,14367,64692
2022.07.22 13:24:16,49511,14402,64851
2022.07.22 13:24:17,49640,14439,65019
2022.07.22 13:24:17,49771,14478,65192
2022.07.22 13:24:18,49904,14516,65366
2022.07.22 13:24:18,50038,14555,65541
2022.07.22 13:24:19,50171,14594,65714
2022.07.22 13:24:19,50254,14616,65810
2022.07.22 13:24:20,50269,14620,65825
2022.07.22 13:24:20,50269,14620,65825
2022.07.22 13:24:21,50270,14621,65829
2022.07.22 13:24:21,50325,14638,65911
2022.07.22 13:24:22,50427,14668,66047
2022.07.22 13:24:22,50547,14703,66206
2022.07.22 13:24:23,50675,14740,66375
2022.07.22 13:24:23,50806,14778,66547
2022.07.22 13:24:24,50939,14817,66721
2022.07.22 13:24:24,51072,14856,66896
2022.07.22 13:24:25,51212,14896,67077
2022.07.22 13:24:25,51289,14917,67165
2022.07.22 13:24:26,51304,14921,67181
2022.07.22 13:24:26,51304,14921,67181
2022.07.22 13:24:27,51305,14922,67184
2022.07.22 13:24:27,51359,14939,67265
2022.07.22 13:24:28,51461,14969,67402
2022.07.22 13:24:28,51581,15004,67561
2022.07.22 13:24:29,51709,15041,67730
2022.07.22 13:24:29,51841,15079,67902
2022.07.22 13:24:30,51974,15118,68076
2022.07.22 13:24:30,52107,15157,68251
2022.07.22 13:24:31,52240,15195,68424
2022.07.22 13:24:31,52324,15219,68522
2022.07.22 13:24:32,52341,15223,68538
2022.07.22 13:24:32,52341,15223,68538
2022.07.22 13:24:33,52341,15223,68541
2022.07.22 13:24:33,52395,15240,68621
2022.07.22 13:24:34,52496,15270,68758
2022.07.22 13:24:34,52616,15305,68916
2022.07.22 13:24:35,52744,15342,69084
2022.07.22 13:24:35,52875,15380,69257
2022.07.22 13:24:36,53008,15419,69431
2022.07.22 13:24:36,53142,15458,69606
2022.07.22 13:24:37,53275,15496,69778
2022.07.22 13:24:37,53359,15520,69877
2022.07.22 13:24:38,53376,15524,69893
2022.07.22 13:24:38,53376,15524,69893
2022.07.22 13:24:39,53376,15524,69896
2022.07.22 13:24:39,53430,15541,69976
2022.07.22 13:24:40,53531,15571,70112
2022.07.22 13:24:40,53651,15606,70271
2022.07.22 13:24:41,53779,15643,70439
2022.07.22 13:24:41,53910,15681,70611
2022.07.22 13:24:42,54043,15720,70786
2022.07.22 13:24:42,54177,15759,70961
2022.07.22 13:24:43,54310,15797,71134
2022.07.22 13:24:43,54395,15821,71233
2022.07.22 13:24:44,54412,15825,71250
2022.07.22 13:24:44,54412,15825,71250
